"","ID_BB_GLOBAL","ID_ISIN","ID_CUSIP","ID_SEDOL1","TICKER","NAME","EXCH_CODE","ISSUER","MARKET_SECTOR_DES"
"1","BBG000064N91","SE0001233990","ED5429110","B7NCQ92","OREKON","ORESUNDSKONSORTIET","NOMX STOCKHOLM","ORESUNDSKONSORTIET","Govt"
