id_bb_global,id_isin,id_cusip,id_sedol1,ticker,name,exch_code,issuer,market_sector_des
BBG00H0J8MD9,XS1627599498,AO0636297,BYW5QC4,AO0636297,CHINA EVERGRANDE GROUP,SGX-ST,CHINA EVERGRANDE GROUP,Corp
BBG00H0LZYB0,XS1638059102,AO0797586, ,AO0797586,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H0MKG50,XS1627597955,AO0808615,BYW5T25,AO0808615,KAISA GROUP HOLDINGS LTD,SGX-ST,KAISA GROUP HOLDINGS LTD,Corp
BBG00H14K6P9,XS1638057312,AO0907870, ,AO0907870,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H14QNP6,XS1638056850,AO0914785, ,AO0914785,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H159G40,XS1638044922,AO0948270, ,AO0948270,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H15CKK9,XS1639119657,AO0953874, ,AO0953874,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H1CSC25,CL0002368281,AO1125993, ,AO1125993,BANC CREDITO INVERSIONES,SANTIAGO,BANC CREDITO INVERSIONES,Corp
BBG00H1CVX70,CL0002368273,AO1126439, ,AO1126439,BANC CREDITO INVERSIONES,SANTIAGO,BANC CREDITO INVERSIONES,Corp
BBG00H1HC9B8,US9226APAA30,9226APAA3,BYVT3W6,AO1200747,VENATOR FIN SARL/VENATOR,TRACE,VENATOR FIN SARL/VENATOR,Corp
BBG00H1HKVZ4,USL9633DAA20,AO1206868,BKC60N8,AO1206868,VENATOR FIN SARL/VENATOR,TRACE,VENATOR FIN SARL/VENATOR,Corp
BBG00H1JQ8Q5,XS1640611833,AO1279113, ,AO1279113,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H1PLTN3,XS1640676885,AO1470654,BYV3VX5,AO1470654,FANTASIA HOLDINGS GROUP,SGX-ST,FANTASIA HOLDINGS GROUP,Corp
BBG00H1V2SW3,XS1641711590,AO1651162, ,AO1651162,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H2V65T2,XS1644464254,AO2218037, ,AO2218037,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H2V68Z9,XS1644462985,AO2218086, ,AO2218086,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H2YN866,XS1645241750,AO2454129, ,AO2454129,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H4FW008,CL0002370410,AO3441067, ,AO3441067,SCOTIABANK CHILE,SANTIAGO,SCOTIABANK CHILE,Corp
BBG00H56WV90,XS1649705404,AO3543474, ,AO3543474,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H5HG9K0,CL0002370360,AO3822548, ,AO3822548,BANCO INTERNACIONAL,SANTIAGO,BANCO INTERNACIONAL,Corp
BBG00H5Q53W2,XS1650505925,AO4004864, ,AO4004864,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H5Q5D23,CL0002371913,AO4005200, ,AO4005200,BANC CREDITO INVERSIONES,SANTIAGO,BANC CREDITO INVERSIONES,Corp
BBG00H5Q5KR0,CL0002371921,AO4005374, ,AO4005374,BANC CREDITO INVERSIONES,SANTIAGO,BANC CREDITO INVERSIONES,Corp
BBG00H5QKVF2,ARCTRO560046,AO4007818, ,AO4007818,CENTRAL TERMICA ROCA SA,BUENOS AIRES,CENTRAL TERMICA ROCA SA,Corp
BBG00H5R2GZ1,XS1637076164,AO4037542,BDZ7S91,AO4037542,COUNTRY GARDEN HLDGS,SGX-ST,COUNTRY GARDEN HLDGS,Corp
BBG00H5W8Z00,USP32086AL73,AO4228208,BZ3CDL9,AO4228208,CREDIVALORES SA,SGX-ST,CREDIVALORES SA,Corp
BBG00H5W8Z19,US22555LAA44,22555LAA4,BG37850,AO4228216,CREDIVALORES SA,TRACE,CREDIVALORES SA,Corp
BBG00H6751J2,XS1651555481,AO4495294, ,AO4495294,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H68M3C4,XS1653145141,AO4578404, ,AO4578404,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H69LR94,USP5865GAA87,AO4615727,BYX1342,AO4615727,INVERSIONES ATLANTIDA SA,TRACE,INVERSIONES ATLANTIDA SA,Corp
BBG00H69LRF7,US46137GAA13,46137GAA1,BYX18F8,AO4615735,INVERSIONES ATLANTIDA SA,TRACE,INVERSIONES ATLANTIDA SA,Corp
BBG00H69M5R1,XS1653164019,AO4615891, ,AO4615891,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H8V4NH2,XS1654364071,AO4951866, ,AO4951866,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H8V4TL4,XS1654364584,AO4951999, ,AO4951999,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H91PBY1,XS1655261128,AO5139123, ,AO5139123,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H9RKPP8,XS1656627178,AO5327462, ,AO5327462,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00H9RKZ21,CL0002374719,AO5327900, ,AO5327900,BANCO BICE,SANTIAGO,BANCO BICE,Corp
BBG00HBF9TC0,XS1655261631,AO5419285, ,AO5419285,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HBFH4K7,XS1656627335,AO5424988, ,AO5424988,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HBSXVS3,XS1625981045,AO5686255,BF53YL7,AO5686255,NEW METRO GLOBAL LTD,SGX-ST,NEW METRO GLOBAL LTD,Corp
BBG00HBSXZ22,XS1657420441,AO5686362,BDFB3J8,AO5686362,EHI CAR SERVICES LTD,SGX-ST,EHI CAR SERVICES LTD,Corp
BBG00HC2ZDQ9,XS1594400449,AO6036781,BF5V905,AO6036781,SUNAC CHINA HOLDINGS LTD,SGX-ST,SUNAC CHINA HOLDINGS LTD,Corp
BBG00HCYV615,CL0002377092,AO6419904, ,AO6419904,EMPRESAS RED SALUD,SANTIAGO,EMPRESAS RED SALUD,Corp
BBG00HD3B7S3,XS1662554143,AO6456211, ,AO6456211,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HD3BK59,XS1662547287,AO6456526, ,AO6456526,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HD3CFR5,XS1662546636,AO6456666, ,AO6456666,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HD473Y8,CL0002404292,AO6542234, ,AO6542234,BANCO SECURITY,SANTIAGO,BANCO SECURITY,Corp
BBG00HD936X5,XS1659119629,AO6549395,BF46XQ5,AO6549395,AGILE GROUP HOLDINGS LTD,SGX-ST,AGILE GROUP HOLDINGS LTD,Corp
BBG00HDDL504,ARBCIU3200B3,AO6743584, ,AO6743584,BANCO DE LA CIUDAD BA,BUENOS AIRES,BANCO DE LA CIUDAD BA,Corp
BBG00HDSP400,XS1665892664,AO7222752, ,AO7222752,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HFFPGD5,XS1665891930,AO7417501, ,AO7417501,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HFMJZY2,XS1668182733,AO7574814, ,AO7574814,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HFMWT80,CL0002379908,AO7577569, ,AO7577569,FORUM SERVICIOS FINANCIE,SANTIAGO,FORUM SERVICIOS FINANCIE,Corp
BBG00HFRKXW6,XS1668583567,AO7716449, ,AO7716449,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HFRLK17,XS1668583997,AO7716548, ,AO7716548,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HG8V2Z0,CL0002378447,AO8340819, ,AO8340819,LATAM AIRLINES GROUP SA,SANTIAGO,LATAM AIRLINES GROUP SA,Corp
BBG00HG8VY17,CL0002378413,AO8342211, ,AO8342211,LATAM AIRLINES GROUP SA,SANTIAGO,LATAM AIRLINES GROUP SA,Corp
BBG00HG8WB43,CL0002378421,AO8342476, ,AO8342476,LATAM AIRLINES GROUP SA,SANTIAGO,LATAM AIRLINES GROUP SA,Corp
BBG00HG8YRL7,CL0002378439,AO8346386, ,AO8346386,LATAM AIRLINES GROUP SA,SANTIAGO,LATAM AIRLINES GROUP SA,Corp
BBG00HG907D5,XS1671707658,AO8347079, ,AO8347079,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HG90HX1,XS1670700191,AO8347202, ,AO8347202,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HG94ZK1,ARGEME560061,AO8360536, ,AO8360536,GENERACION MEDITERRANEA,BUENOS AIRES,GENERACION MEDITERRANEA,Corp
BBG00HG9GMG2,MX95FE0400T5,AO8362011, ,AO8362011,FOND ESP FIN AGROPECUA,MEXICO,FOND ESP FIN AGROPECUA,Corp
BBG00HJ90K89,XS1672138556,AO8490200, ,AO8490200,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00HKZNSG8,CL0002381193,AO9041978, ,AO9041978,SCOTIABANK CHILE,SANTIAGO,SCOTIABANK CHILE,Corp
BBG00HMMZ4M8,CL0002274711,AP0274526, ,AP0274526,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG00HMSG1Z8,CL0002385038,AP0432876, ,AP0432876,BANCO RIPLEY SA,SANTIAGO,BANCO RIPLEY SA,Corp
BBG00HMSHLZ3,CL0002382662,AP0432959, ,AP0432959,TANNER S FINANCIEROS SA,SANTIAGO,TANNER S FINANCIEROS SA,Corp
BBG00HMSW1S8,XS1611005957,AP0441927,BD5ZMN7,AP0441927,CHINA AOYUAN GROUP LTD,SGX-ST,CHINA AOYUAN GROUP LTD,Corp
BBG00HNV2XT2,CL0002385152,AP0941850, ,AP0941850,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00HNV2ZQ0,CL0002385160,AP0941876, ,AP0941876,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00HNV30S4,CL0002385178,AP0941900, ,AP0941900,SECURITIZADORA SECURITY,SANTIAGO,SECURITIZADORA SECURITY,Corp
BBG00HPC2HL5,US98313RAC07,98313RAC0,BFB5MF7,AP1031552,WYNN MACAU LTD,HONG KONG,WYNN MACAU LTD,Corp
BBG00HPC2QH0,USG98149AC46,AP1031586,BDZRP34,AP1031586,WYNN MACAU LTD,HONG KONG,WYNN MACAU LTD,Corp
BBG00HPLDCS7,US79911PAB22,79911PAB2,BDZS0P4,AP1352743,SAN MIGUEL INDUSTRIAS,EUROMTF,SAN MIGUEL INDUSTRIAS,Corp
BBG00HPLDCT6,USP84523AB85,AP1352750,BYWJVS7,AP1352750,SAN MIGUEL INDUSTRIAS,TRACE,SAN MIGUEL INDUSTRIAS,Corp
BBG00HPZMJL8,BRABRLDBS071,AP1696362, ,AP1696362,EDITORA ABRIL SA,SAO PAULO,EDITORA ABRIL SA,Corp
BBG00HQ07FN7,USG6935LAC75,AP1710551,BZ6CS44,AP1710551,PARK AEROSPACE HOLDINGS,TRACE,PARK AEROSPACE HOLDINGS,Corp
BBG00HSH3SB7,CL0002388057,AP2491268, ,AP2491268,BANC CREDITO INVERSIONES,SANTIAGO,BANC CREDITO INVERSIONES,Corp
BBG00HSH41F1,CL0002388065,AP2492522, ,AP2492522,BANC CREDITO INVERSIONES,SANTIAGO,BANC CREDITO INVERSIONES,Corp
BBG00HSH4BH7,CL0002388073,AP2494403, ,AP2494403,BANC CREDITO INVERSIONES,SANTIAGO,BANC CREDITO INVERSIONES,Corp
BBG00HSH4WV5,CL0002388081,AP2498156, ,AP2498156,BANC CREDITO INVERSIONES,SANTIAGO,BANC CREDITO INVERSIONES,Corp
BBG00HT8HJL0,USP36035AA46,AP2695181,BF2DYY3,AP2695181,DOCUFORMAS SA,SGX-ST,DOCUFORMAS SA,Corp
BBG00HT8HKQ2,US25615WAA18,25615WAA1,BD93HM1,AP2695264,DOCUFORMAS SA,SGX-ST,DOCUFORMAS SA,Corp
BBG00HT8NLH3,NO0010805427,AP2713281, ,AP2713281,NSA BONDCO,NOT LISTED,NSA BONDCO,Corp
BBG00HTDGDK4,US34407DAC39,34407DAC3,BF5D6R7,AP2884124,FLY LEASING LTD,NEW YORK,FLY LEASING LTD,Corp
BBG00HTGSVL3,PAL3601521A5,AP3027814, ,AP3027814,POWER GEN,PANAMA,POWER GEN,Corp
BBG00HTMGPF3,MX91AZ060006,AP3212416, ,AP3212416,TV AZTECA SA DE CV,MEXICO,TV AZTECA SA DE CV,Corp
BBG00HTQLBX9,US05968LAK89,05968LAK8,BZ1H2Z3,AP3255415,BANCOLOMBIA SA,NEW YORK,BANCOLOMBIA SA,Corp
BBG00HVQ7G07,CL0002388016,AP3812041, ,AP3812041,EMPRESA CORREOS DE CHILE,SANTIAGO,EMPRESA CORREOS DE CHILE,Corp
BBG00HVT5QC8,XS1686556066,AP3829516, ,AP3829516,BREEZE FINANCE LTD,NOT LISTED,BREEZE FINANCE LTD,Corp
BBG00HWCNYY3,US893830BF55,893830BF5,BF22YH3,AP4216234,TRANSOCEAN INC,TRACE,TRANSOCEAN INC,Corp
BBG00HWCSHW7,USG90073AB69,AP4218727,BFB3TF0,AP4218727,TRANSOCEAN INC,TRACE,TRANSOCEAN INC,Corp
BBG00HXQHCX7,CL0002393750,AP4810606, ,AP4810606,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSDKL2, ,AP4895920, ,AP4895920,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSDWQ1,CL0002393768,AP4896001, ,AP4896001,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSF1W0, ,AP4896092, ,AP4896092,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSF3K9,CL0002393776,AP4896142, ,AP4896142,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSFZ73, ,AP4896837, ,AP4896837,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSG033, ,AP4896886, ,AP4896886,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSGBJ2, ,AP4896928, ,AP4896928,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSGKF6,CL0002393784,AP4896951, ,AP4896951,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSGRF1, ,AP4896977, ,AP4896977,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSGX04, ,AP4897108, ,AP4897108,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSHCM5, ,AP4897389, ,AP4897389,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSHGG3, ,AP4897660, ,AP4897660,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSHJ68,CL0002393792,AP4897751, ,AP4897751,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSHTL9, ,AP4897777, ,AP4897777,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSHX85, ,AP4897785, ,AP4897785,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSKWF5, ,AP4898338, ,AP4898338,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSQX94, ,AP4898429, ,AP4898429,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSQZH0, ,AP4898437, ,AP4898437,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSR022, ,AP4898445, ,AP4898445,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSR0X8,CL0002393800,AP4898452, ,AP4898452,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSR1K0, ,AP4898460, ,AP4898460,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSR291, ,AP4898478, ,AP4898478,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSR2X4, ,AP4898486, ,AP4898486,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSR3L5, ,AP4898494, ,AP4898494,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSR415, ,AP4898502, ,AP4898502,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HXSS1H3,CL0002412964,AP4898510, ,AP4898510,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG00HXSS1Q3, ,AP4898528, ,AP4898528,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG00HXSS1Z3, ,AP4898536, ,AP4898536,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG00HXSS281,CL0002395128,AP4898544, ,AP4898544,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG00HXSS2H1, ,AP4898569, ,AP4898569,BBVA CHILE SA,SANTIAGO,BBVA CHILE SA,Corp
BBG00HY0YWH8, ,AP5108414, ,AP5108414,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY0YYS2, ,AP5108463, ,AP5108463,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY0ZWP8, ,AP5108760, ,AP5108760,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY0ZZY1, ,AP5108836, ,AP5108836,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY10163, ,AP5108844, ,AP5108844,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY102Y0, ,AP5108869, ,AP5108869,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY103H7, ,AP5108885, ,AP5108885,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY103P8, ,AP5108893, ,AP5108893,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY104C0, ,AP5108901, ,AP5108901,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY105Z2, ,AP5108927, ,AP5108927,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HY12PT3, ,AP5109552, ,AP5109552,BANCO DE CHILE,SANTIAGO,BANCO DE CHILE,Corp
BBG00HYZBB00,USP5626FAA05,AP5716067,BF08ZF8,AP5716067,INTERCORP FIN SER INC,TRACE,INTERCORP FIN SER INC,Corp
BBG00HZ6DP00,MX95CF0500A6,AP5968270, ,AP5968270,COMISION FEDERAL DE ELEC,MEXICO,COMISION FEDERAL DE ELEC,Corp
BBG00HZVXP30,CL0002394865,AP6423739, ,AP6423739,ESS DE LOS LAGOS,SANTIAGO,ESS DE LOS LAGOS,Corp
BBG00J3SJ7B5,XS1706179089,AP8069316, ,AP8069316,BREEZE FINANCE LTD,NOT LISTED,BREEZE FINANCE LTD,Corp
BBG00J405BF7,MX91CR0A0000,AP8283263, ,AP8283263,CREDITO REAL/INVEX,MEXICO,CREDITO REAL/INVEX,Corp
BBG00J4TX2X3,US05462GAJ31,05462GAJ3,BF185R9,AP8393401,AXTEL SAB DE CV,TRACE,AXTEL SAB DE CV,Corp
BBG00J54G8Z1,US76118XAE67,76118XAE6,BF3FTC1,AP8825493,RESIDENTIAL RE 17 LTD,TRACE,RESIDENTIAL RE 17 LTD,Corp
BBG00J54H880,US76118XAF33,76118XAF3,BF4L0B4,AP8830089,RESIDENTIAL RE 17 LTD,TRACE,RESIDENTIAL RE 17 LTD,Corp
BBG00J59Z1B0,US639365AH88,639365AH8,BFMC2Q8,AP8911152,NAVIOS MARITIME HLDS/FIN,TRACE,NAVIOS MARITIME HLDS/FIN,Corp
BBG00J6D2YC3,USP0606PAC97,AP9552518,BF185P7,AP9552518,AXTEL SAB DE CV,TRACE,AXTEL SAB DE CV,Corp
BBG00J6P9YW7, ,AP9958616, ,AP9958616,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J6PB0X7, ,AP9958632, ,AP9958632,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J6PB3Q9, ,AP9958681, ,AP9958681,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J6PB4K3,CL0002398700,AP9958715, ,AP9958715,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J6PB655, ,AP9958756, ,AP9958756,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J6PB6R1, ,AP9958772, ,AP9958772,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J6PC459, ,AP9958806, ,AP9958806,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J6PC4M0, ,AP9958830, ,AP9958830,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J6PC7T6, ,AP9958863, ,AP9958863,BANCO DEL ESTADO -CHILE,SANTIAGO,BANCO DEL ESTADO -CHILE,Corp
BBG00J7674V7,XS1720054383,AP9971353,BD96C36,AP9971353,EASY TACTIC LTD,SGX-ST,EASY TACTIC LTD,Corp
BBG00J7LDTH8,USY62196AE37,AQ0474710,BFYMYX7,AQ0474710,NAVIOS MARITIME HLDS/FIN,TRACE,NAVIOS MARITIME HLDS/FIN,Corp
BBG00J89PXR1,CL0002400480,AQ0979866, ,AQ0979866,FACTORING SECURITY SA,SANTIAGO,FACTORING SECURITY SA,Corp
BBG00JBC8LL1,XS1725308859,AQ1425547,BF5R464,AQ1425547,TIMES CHINA HLDG LTD,HONG KONG,TIMES CHINA HLDG LTD,Corp
BBG00JCB7351,CL0002401850,AQ1882861, ,AQ1882861,RIPLEY CORP,SANTIAGO,RIPLEY CORP,Corp
BBG00JCCVHN1,CL0002401843,AQ1974833, ,AQ1974833,RIPLEY CORP,SANTIAGO,RIPLEY CORP,Corp
BBG00JCML734,XS1731106347,AQ2193128,BD2YXG7,AQ2193128,CEMEX SAB DE CV,DUBLIN,CEMEX SAB DE CV,Corp
BBG00JCMLLX0,XS1731106263,AQ2193151,BYVHX19,AQ2193151,CEMEX SAB DE CV,DUBLIN,CEMEX SAB DE CV,Corp
BBG00JCPP9S2,ARBCIU3200E7,AQ2319483,BZ16443,AQ2319483,BANCO DE LA CIUDAD BA,BUENOS AIRES,BANCO DE LA CIUDAD BA,Corp
BBG00JDYBXS4,USG44527AA02,AQ2886598,BD0RZJ5,AQ2886598,PEARL HOLDING III LTD,SGX-ST,PEARL HOLDING III LTD,Corp
BBG00JDYC5S4,US70477NAA46,70477NAA4,BFB3TC7,AQ2887687,PEARL HOLDING III LTD,SGX-ST,PEARL HOLDING III LTD,Corp
BBG00JDYD086,ARQUIK560091,AQ2889568, ,AQ2889568,QUICKFOOD SA,BUENOS AIRES,QUICKFOOD SA,Corp
BBG00JDYDDR7,USP1000TAA53,AQ2890665,BYW6DK4,AQ2890665,ALPHA HOLDING SA,TRACE,ALPHA HOLDING SA,Corp
BBG00JDYDGF3,US02074AAA25,02074AAA2,BFF1ZG3,AQ2891036,ALPHA HOLDING SA,TRACE,ALPHA HOLDING SA,Corp
BBG00JF6HB41,US87876TAE47,87876TAE4,BF1FYD9,AQ3160852,TECPETROL S.A.,TRACE,TECPETROL S.A.,Corp
BBG00JF6HGJ4,USP90187AE86,AQ3161298,BF3VY02,AQ3161298,TECPETROL S.A.,TRACE,TECPETROL S.A.,Corp
BBG00JF7GKS4,CL0002404672,AQ3244250, ,AQ3244250,FORUM SERVICIOS FINANCIE,SANTIAGO,FORUM SERVICIOS FINANCIE,Corp
BBG00JG0LTN8,CL0002403724,AQ3532456, ,AQ3532456,EMPRESAS HITES SA,SANTIAGO,EMPRESAS HITES SA,Corp
BBG00JHNX333,US31574HAA14,31574HAA1,BMYMHV5,AQ4309615,FIDEICOMISO RUTA AL MAR,SGX-ST,FIDEICOMISO RUTA AL MAR,Corp
BBG00JHP1V40,USP4R70UAA21,AQ4317527,BFWV2Z4,AQ4317527,FIDEICOMISO RUTA AL MAR,SGX-ST,FIDEICOMISO RUTA AL MAR,Corp
BBG00JHPRDF0,ARSUPE560080,AQ4319515, ,AQ4319515,BANCO SUPERVIELLE SA,MAE,BANCO SUPERVIELLE SA,Corp
BBG00JHWCTL9,XS1718993543,AQ4521714, ,AQ4521714,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00JHWF1M6,XS1711259876,AQ4522274, ,AQ4522274,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00JHWG6X2,XS1624188311,AQ4522431, ,AQ4522431,ITAU UNIBANCO SA/NASSAU,NOT LISTED,ITAU UNIBANCO SA/NASSAU,Corp
BBG00JL4N4L9,BREDCMDBS004,AQ5040722, ,AQ5040722,EDUCAMAIS PARTICIPACOES,SAO PAULO,EDUCAMAIS PARTICIPACOES,Corp
BBG00JL765C8,US87403TAB26,87403TAB2,BFNN431,AQ5237203,TAILWIND RE LTD 2017-1,BERMUDA,TAILWIND RE LTD 2017-1,Corp
BBG00JL7HTD3,US87403TAA43,87403TAA4,BFNNH87,AQ5245883,TAILWIND RE LTD 2017-1,BERMUDA,TAILWIND RE LTD 2017-1,Corp
BBG00JL7KHT8,US87403TAC09,87403TAC0,BFNNGW4,AQ5246600,TAILWIND RE LTD 2017-1,BERMUDA,TAILWIND RE LTD 2017-1,Corp
BBG00JM9XDC6,US12550UAC62,12550UAC6,BF0FPW6,AQ5657590,CHC GRP LLC/CHC FIN LTD,TRACE,CHC GRP LLC/CHC FIN LTD,Corp
BBG00JM9ZYG4,US675757AB43,675757AB4,BYX5BT5,AQ5657889,ODEBRECHT DRILL VIII/IX,TRACE,ODEBRECHT DRILL VIII/IX,Corp
